protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
NR3C2	ENSP00000341390	0.9769639813574389	lscc	-0.021514255776338698	5	18
MALSU1	ENSP00000419370	0.9769639813574389	lscc	-0.010099270609567834	23	79
DPH5	ENSP00000359127	0.9769639813574389	lscc	-0.008285496635099948	23	79
NOD1	ENSP00000222823	0.9769639813574389	lscc	-0.027369662292759223	10	41
EEF1B2	ENSP00000236957	0.9769639813574389	lscc	0.005323268824520722	23	79
EPHA1	ENSP00000275815	0.9770918613557372	lscc	-0.00946725635627814	23	79
BMP7	ENSP00000379204	0.9771484772325775	lscc	-0.02374188605866412	16	40
MTA2	ENSP00000278823	0.9771617035721016	lscc	0.003399161765275549	23	79
AAK1	ENSP00000386456	0.9771617035721016	lscc	-0.0030623890736138984	23	79
LIME1	ENSP00000477561	0.9772626641193815	lscc	0.017050561250989416	23	79
TXNRD2	ENSP00000383363	0.977265255937501	lscc	0.010002387820400888	23	79
MMP13	ENSP00000260302	0.977265255937501	lscc	-0.023886532697117047	20	77
RNGTT	ENSP00000358497	0.977265255937501	lscc	0.005933409961741409	23	79
RAI14	ENSP00000265109	0.9772746218711045	lscc	0.006042344063276195	23	79
GIMAP6	ENSP00000330374	0.9772746218711045	lscc	0.009081434884403605	23	79
MACO1	ENSP00000363463	0.9772746218711045	lscc	-0.0051039149331613964	23	79
LRRC1	ENSP00000359925	0.9775233942138152	lscc	0.007365824331869379	23	79
TAF6L	ENSP00000294168	0.9775393907632496	lscc	-0.0044936452748343125	23	79
MCU	ENSP00000362144	0.9775393907632496	lscc	0.009301574975665083	23	79
AMDHD1	ENSP00000266736	0.9775393907632496	lscc	-0.023354005382280385	15	53
S100A7A	ENSP00000329008	0.9775393907632496	lscc	-0.0378029543134073	17	61
MPRIP	ENSP00000498253	0.9775393907632496	lscc	0.008413716136736249	23	79
MPST	ENSP00000411719	0.9775393907632496	lscc	-0.0070299133810571846	23	79
NRDC	ENSP00000262679	0.9775393907632496	lscc	0.005448485533773806	23	79
PCGF1	ENSP00000233630	0.9781004767399443	lscc	-0.00866209151597526	17	63
GPATCH4	ENSP00000357215	0.9781004767399443	lscc	-0.011219987471966064	23	79
TIMMDC1	ENSP00000418803	0.9781004767399443	lscc	0.010809538911096928	23	79
GCDH	ENSP00000222214	0.9781004767399443	lscc	0.006150693717254713	23	79
UBAC2	ENSP00000383911	0.9783128437523856	lscc	0.009060131315719394	23	79
ANXA8L1	ENSP00000480221	0.9783128437523856	lscc	0.01950325328656366	23	79
WBP2	ENSP00000254806	0.9783128437523856	lscc	0.0074645877159923435	23	79
NINJ2	ENSP00000307552	0.9785272607157735	lscc	-0.02377493768147032	12	48
ADAM12	ENSP00000357668	0.9785272607157735	lscc	-0.026645802897068027	15	62
RBP5	ENSP00000266560	0.9786468637634174	lscc	0.022897520962185614	23	79
TCIM	ENSP00000319914	0.9786978249813294	lscc	0.016439192037977834	15	68
TLCD3A	ENSP00000301324	0.9786978249813294	lscc	-0.017047836214879056	14	60
ADCY9	ENSP00000294016	0.9786978249813294	lscc	-0.007664428468681539	23	79
RAB30	ENSP00000260056	0.9786978249813294	lscc	0.008243755570583627	23	79
WIPF1	ENSP00000272746	0.9786978249813294	lscc	0.004690889206809545	23	79
SMIM12	ENSP00000428541	0.9786978249813294	lscc	-0.009570671967946365	23	79
RAB21	ENSP00000261263	0.9786978249813294	lscc	0.006111655980902367	23	79
WNT9A	ENSP00000272164	0.9786978249813294	lscc	-0.038513481427888296	7	42
MRPS11	ENSP00000317376	0.9786978249813294	lscc	-0.007580505437329216	23	79
MMP28	ENSP00000473853	0.9786978249813294	lscc	0.01387905866125061	23	79
MRPL42	ENSP00000473798	0.9786978249813294	lscc	0.010671576061993704	23	79
UBE2J2	ENSP00000305826	0.9786978249813294	lscc	-0.023150071287572516	19	68
HOOK3	ENSP00000305699	0.9786978249813294	lscc	-0.004746657255292941	23	79
MRC2	ENSP00000307513	0.9786978249813294	lscc	0.0074302669930704085	23	79
CDYL	ENSP00000380718	0.9786978249813294	lscc	0.005104057960058084	23	79
TENT5A	ENSP00000318298	0.9786978249813294	lscc	0.01990035094778908	19	64
SV2A	ENSP00000358141	0.9786978249813294	lscc	-0.029396705518260013	10	30
IPO13	ENSP00000361418	0.9786978249813294	lscc	-0.00435717364986956	23	79
SLC7A6	ENSP00000219343	0.9786978249813294	lscc	-0.01259511100448385	22	75
DHODH	ENSP00000219240	0.9786978249813294	lscc	-0.007951395475428058	23	79
ZKSCAN4	ENSP00000366509	0.9786978249813294	lscc	0.017928490206561704	23	79
ANK3	ENSP00000347436	0.9786978249813294	lscc	0.027698953207817248	7	39
RAC3	ENSP00000304283	0.9786978249813294	lscc	0.014406831832964179	21	64
CTSW	ENSP00000311300	0.9786978249813294	lscc	-0.014012646311218513	23	79
PEAR1	ENSP00000292357	0.9786978249813294	lscc	0.012308322005917915	23	79
NCS1	ENSP00000361475	0.9786978249813294	lscc	0.008242600303525166	23	79
COQ9	ENSP00000262507	0.9786978249813294	lscc	0.007815118037658497	23	79
TAF11	ENSP00000354633	0.9786978249813294	lscc	0.007726012247369005	19	73
CTNNA1	ENSP00000304669	0.9786978249813294	lscc	-0.006560347600247197	23	79
SORBS1	ENSP00000360285	0.9786978249813294	lscc	0.01680326720166747	23	79
SNAP47	ENSP00000314157	0.9786978249813294	lscc	0.008565560003466602	23	79
RSPH14	ENSP00000216036	0.9786978249813294	lscc	-0.05541020276313313	4	20
NCKAP1	ENSP00000354251	0.9786978249813294	lscc	-0.005539865747484954	23	79
SIRT5	ENSP00000476228	0.9786978249813294	lscc	-0.004915347396925798	23	79
SS18L1	ENSP00000333012	0.9786978249813294	lscc	-0.008329062455171093	23	79
CES3	ENSP00000304782	0.9786978249813294	lscc	0.019724030438690476	16	35
WASL	ENSP00000223023	0.9786978249813294	lscc	-0.004923337013702208	23	79
UNG	ENSP00000337398	0.9786978249813294	lscc	0.01864603509849838	5	4
HSPA14	ENSP00000491568	0.9786978249813294	lscc	-0.024051155079736597	11	21
S100P	ENSP00000296370	0.9786978249813294	lscc	-0.02068860831095143	23	79
TMED10	ENSP00000303145	0.9786978249813294	lscc	0.006742611597507997	23	79
CHRD	ENSP00000204604	0.9786978249813294	lscc	0.015320555972523187	18	71
HSPB7	ENSP00000310111	0.9786978249813294	lscc	0.015506793598114132	23	79
TNFRSF12A	ENSP00000326737	0.9786978249813294	lscc	-0.019990602479703808	23	79
RNF187	ENSP00000306396	0.9786978249813294	lscc	-0.0199406579527069	6	31
NAV3	ENSP00000381007	0.9786978249813294	lscc	-0.023231712896633255	10	46
IRF9	ENSP00000380073	0.9786978249813294	lscc	0.006269543298588233	23	79
NAA30	ENSP00000452521	0.9786978249813294	lscc	-0.0070821923164765856	23	79
SNUPN	ENSP00000309831	0.9786978249813294	lscc	0.006841460130599275	23	79
MFAP1	ENSP00000267812	0.9786978249813294	lscc	0.004685743156466526	23	79
UFM1	ENSP00000239878	0.9786978249813294	lscc	0.004383403454007194	23	79
ERI1	ENSP00000250263	0.9786978249813294	lscc	-0.005196873468857055	23	79
GPR137B	ENSP00000355551	0.9786978249813294	lscc	-0.022690158066376254	9	22
ICA1	ENSP00000379908	0.9786978249813294	lscc	0.006077392549257377	23	79
CYTL1	ENSP00000303550	0.9786978249813294	lscc	0.02217803903456847	22	51
USP31	ENSP00000219689	0.9786978249813294	lscc	0.01610488073189155	23	74
SSR1	ENSP00000418617	0.9786978249813294	lscc	0.019140116371009985	8	11
HACD3	ENSP00000261875	0.9786978249813294	lscc	0.006089216588429799	23	79
IRS1	ENSP00000304895	0.9786978249813294	lscc	-0.007824793069634583	23	79
CCR1	ENSP00000296140	0.9786978249813294	lscc	0.01834088817771426	19	64
HFE	ENSP00000380217	0.9786978249813294	lscc	0.010091290116596152	23	79
KDM4B	ENSP00000159111	0.9786978249813294	lscc	-0.009145773702064153	23	79
RAPH1	ENSP00000363617	0.9786978249813294	lscc	0.0074426288795222395	23	79
EML4	ENSP00000384939	0.9786978249813294	lscc	-0.0190633416856634	20	78
RANGRF	ENSP00000226105	0.9786978249813294	lscc	0.007697833173376523	23	79
YWHAQ	ENSP00000238081	0.9788251949930893	lscc	0.0044358424971850385	23	79
UCHL3	ENSP00000366819	0.9788990484604037	lscc	-0.004571227067278894	23	79
MYOM1	ENSP00000261606	0.9788990484604037	lscc	-0.027495812840840572	10	22
HSD3B7	ENSP00000297679	0.9789742294128779	lscc	-0.013479083104481232	23	79
TEP1	ENSP00000262715	0.9789742294128779	lscc	0.00430745133851454	23	79
TRMT2A	ENSP00000252136	0.9789742294128779	lscc	0.005615187963078833	23	79
TRUB2	ENSP00000361982	0.9789742294128779	lscc	0.010733810065083588	18	75
INF2	ENSP00000376406	0.9789742294128779	lscc	0.038592368542501906	6	36
SIAE	ENSP00000263593	0.9789742294128779	lscc	0.01131420498959701	23	79
ZFHX3	ENSP00000268489	0.9789742294128779	lscc	0.0066222036200053735	23	79
CCDC18	ENSP00000343377	0.9789742294128779	lscc	0.042213062276131696	6	21
ADAM22	ENSP00000265727	0.9789742294128779	lscc	0.06318524419432928	5	22
TMEM184C	ENSP00000296582	0.9789742294128779	lscc	0.009243080816268665	14	64
THOC5	ENSP00000380969	0.9789742294128779	lscc	-0.003914035427202367	23	79
MMP10	ENSP00000279441	0.9789742294128779	lscc	0.026940927572627338	23	79
PTHLH	ENSP00000201015	0.9789742294128779	lscc	0.01988370142922391	23	69
AHCYL2	ENSP00000413639	0.9789742294128779	lscc	0.013791232643327656	8	23
TPM2	ENSP00000367541	0.9789742294128779	lscc	-0.026802374379066247	23	74
CHP1	ENSP00000335632	0.9789742294128779	lscc	0.005300158520960087	23	79
PABPC4	ENSP00000361948	0.9789742294128779	lscc	0.022942038698652106	5	28
PLD2	ENSP00000263088	0.9789742294128779	lscc	-0.007509071299619974	23	79
SMTNL2	ENSP00000373964	0.9789742294128779	lscc	-0.017240685284191315	20	72
C1QTNF7	ENSP00000295297	0.9790148226546963	lscc	0.022294908026890825	12	58
SF3B4	ENSP00000271628	0.9790148226546963	lscc	-0.0056173448484725386	23	79
ARL6IP6	ENSP00000315357	0.9790148226546963	lscc	0.008096122182353407	23	79
THSD4	ENSP00000347484	0.9790148226546963	lscc	0.01016597656645421	23	79
QTRT1	ENSP00000250237	0.9790148226546963	lscc	-0.00456330939247504	23	79
HADHB	ENSP00000325136	0.9790240343263168	lscc	-0.00622363799324005	23	79
UBALD1	ENSP00000283474	0.9792060051969422	lscc	0.011503119266989617	22	62
SIRPB2	ENSP00000352849	0.9792060051969422	lscc	0.023643060000081817	7	21
LIMA1	ENSP00000378400	0.9792332986651783	lscc	-0.0087583759348345	23	79
ANXA2	ENSP00000379342	0.9793041158068019	lscc	0.007137334221549052	23	79
ATG5	ENSP00000343313	0.9793041158068019	lscc	-0.0036072425775061645	23	79
MBIP	ENSP00000399718	0.9793041158068019	lscc	-0.0057244977310881295	23	79
BORCS6	ENSP00000373669	0.9793157201444499	lscc	0.0043405891376732675	23	79
FAM117A	ENSP00000240364	0.9794457108582114	lscc	0.011335645443599496	18	71
ANP32B	ENSP00000345848	0.9794857280175369	lscc	0.00566076883162947	23	79
IGFLR1	ENSP00000467750	0.9794997383812467	lscc	0.014901820110635337	23	79
CPXM2	ENSP00000241305	0.979570234859382	lscc	0.010681020185548565	23	79
LMNA	ENSP00000292304	0.9795896715785493	lscc	0.026864294841400682	11	53
CD226	ENSP00000280200	0.9795896715785493	lscc	-0.020189052034601973	7	39
C11orf68	ENSP00000409681	0.9795896715785493	lscc	0.00480353691902316	23	79
BCAS3	ENSP00000375067	0.9795896715785493	lscc	0.025299501693487582	12	41
AK8	ENSP00000298545	0.9795896715785493	lscc	-0.034646333029806964	13	48
ADGRG5	ENSP00000290823	0.9795896715785493	lscc	-0.032731104915513745	9	62
TMPRSS4	ENSP00000435184	0.9795896715785493	lscc	0.017059407332538967	23	79
GMEB2	ENSP00000266068	0.9795896715785493	lscc	0.0046102371808458276	23	79
PIGS	ENSP00000309430	0.9795896715785493	lscc	-0.005287498196557799	23	79
SBF2	ENSP00000256190	0.9795896715785493	lscc	0.005047613326349842	23	79
SPEG	ENSP00000311684	0.9795896715785493	lscc	-0.02013244069851844	15	58
MAFG	ENSP00000350369	0.9795896715785493	lscc	-0.013838256408567173	20	64
SETD7	ENSP00000274031	0.9795896715785493	lscc	-0.006306882156119575	23	79
PMM1	ENSP00000216259	0.9795896715785493	lscc	-0.005549618533368175	23	79
PAK4	ENSP00000351049	0.9797457214059802	lscc	0.007153737717882437	23	79
ALG3	ENSP00000380793	0.980033364556687	lscc	0.019005037698468286	22	71
MTPAP	ENSP00000263063	0.9800760164111529	lscc	-0.005532118034898448	23	79
RNF20	ENSP00000373772	0.9801636033793368	lscc	0.002427606259363696	23	79
RASA2	ENSP00000286364	0.9801636033793368	lscc	-0.003304840288713584	23	79
CD36	ENSP00000308165	0.9801636033793368	lscc	-0.023110553942534584	23	79
CDR2	ENSP00000268383	0.9801636033793368	lscc	0.005709601596149166	23	79
NCKAP5L	ENSP00000337998	0.9801636033793368	lscc	0.005801194861888598	23	79
HAUS5	ENSP00000439056	0.9801636033793368	lscc	0.005908412055060083	23	79
UACA	ENSP00000314556	0.9802381326848567	lscc	-0.007664097128798453	23	79
MIGA1	ENSP00000359827	0.9803001215560788	lscc	-0.024432897661817193	9	18
VAV2	ENSP00000385362	0.9803001215560788	lscc	0.005747843384896617	23	79
NOTCH1	ENSP00000498587	0.9803001215560788	lscc	-0.00632120967202475	23	79
SUCO	ENSP00000263688	0.9803001215560788	lscc	-0.012793575852954861	22	75
S100A1	ENSP00000292169	0.9803532777250276	lscc	0.026040221416353898	20	78
PTAFR	ENSP00000301974	0.9803532777250276	lscc	0.014606710492306885	14	69
ZNF385A	ENSP00000338927	0.9803532777250276	lscc	0.010067925814274958	23	79
CRPPA	ENSP00000385478	0.9803532777250276	lscc	-0.0074280016289519635	23	79
KDM5B	ENSP00000356234	0.9803532777250276	lscc	0.007871278189110487	23	79
KRT5	ENSP00000252242	0.9803532777250276	lscc	0.017656347237896775	23	79
SPINT1	ENSP00000457076	0.9803532777250276	lscc	-0.01698418549522629	11	55
PITPNM1	ENSP00000348772	0.9803852386691438	lscc	-0.004970357167534939	23	79
PTCH1	ENSP00000332353	0.9803852386691438	lscc	0.028599984265604395	6	8
ABCB8	ENSP00000297504	0.9803852386691438	lscc	-0.00557026029261215	23	79
CHPF	ENSP00000243776	0.9803852386691438	lscc	-0.011066199172078378	23	79
TET2	ENSP00000369351	0.9803852386691438	lscc	0.016359762666115274	10	40
CXCL9	ENSP00000354901	0.9803852386691438	lscc	0.021219587241349036	21	63
AGFG1	ENSP00000312059	0.9803998466177022	lscc	0.0034290829737932127	23	79
HAUS2	ENSP00000260372	0.9805061565649439	lscc	-0.006386198533783069	23	79
C1orf210	ENSP00000429399	0.9805061565649439	lscc	0.012890166452180024	19	41
PML	ENSP00000315434	0.9805061565649439	lscc	-0.013484364674211533	13	51
SORL1	ENSP00000260197	0.9805061565649439	lscc	-0.005532332132270477	23	79
PLCD1	ENSP00000335600	0.9805061565649439	lscc	0.00798570354863437	23	79
HOPX	ENSP00000315198	0.9805061565649439	lscc	0.012398500149109037	23	79
TIMM17A	ENSP00000356256	0.9805061565649439	lscc	-0.019685897426946347	22	75
PIGU	ENSP00000363953	0.9805061565649439	lscc	0.008942406016652249	23	79
JAK3	ENSP00000391676	0.9805061565649439	lscc	-0.00900859150901645	23	79
MRM2	ENSP00000242257	0.9805061565649439	lscc	0.012214556703232168	18	65
EXD2	ENSP00000313140	0.980530935664311	lscc	0.005089162481266368	23	79
FITM2	ENSP00000380037	0.9805482857040817	lscc	0.01088399006142482	20	77
GTF3C5	ENSP00000361169	0.9805482857040817	lscc	0.003893497125890266	23	79
IKZF3	ENSP00000344544	0.9805482857040817	lscc	0.008765998208748654	23	79
ABCD4	ENSP00000349396	0.9805482857040817	lscc	0.010466156732480643	23	79
IGFALS	ENSP00000215539	0.9805482857040817	lscc	-0.012204414555047005	23	79
CSNK1A1	ENSP00000367074	0.9805482857040817	lscc	0.009457269460776685	23	79
MSRB1	ENSP00000355084	0.9805482857040817	lscc	-0.013749625981283521	17	57
BSCL2	ENSP00000354032	0.9805482857040817	lscc	0.007639406636988512	23	79
FBXO9	ENSP00000244426	0.9805482857040817	lscc	0.008092714712607904	23	79
CEP170	ENSP00000355500	0.9805482857040817	lscc	-0.0025834060739020337	23	79
TNNI2	ENSP00000252898	0.9805482857040817	lscc	-0.04080335216035069	15	69
ARHGEF17	ENSP00000263674	0.9805482857040817	lscc	-0.005420583851020733	23	79
TAF9	ENSP00000217893	0.9805482857040817	lscc	0.007961351154656859	21	76
FBLIM1	ENSP00000364921	0.9805482857040817	lscc	0.010333192381513413	23	79
PATJ	ENSP00000494277	0.9805482857040817	lscc	0.009762681344188229	23	79
TFIP11	ENSP00000383892	0.9805482857040817	lscc	-0.002883431171550932	23	79
ITIH4	ENSP00000266041	0.9805482857040817	lscc	-0.033125174038537875	11	39
ASF1B	ENSP00000263382	0.9805482857040817	lscc	0.017440556682225994	23	79
ESYT2	ENSP00000275418	0.9805482857040817	lscc	0.004895126913531389	23	79
CLUH	ENSP00000498679	0.9806377372350575	lscc	0.004221865609214226	23	79
FBN1	ENSP00000325527	0.9806377372350575	lscc	-0.018023461289693787	23	79
ANAPC15	ENSP00000227618	0.9806377372350575	lscc	-0.013040238380350289	12	45
TMEM9	ENSP00000356299	0.9806377372350575	lscc	0.009611027102617013	23	79
EXD3	ENSP00000340474	0.9806416697717824	lscc	0.033313833629619316	5	18
ICOS	ENSP00000319476	0.9807515752266912	lscc	-0.022495496283569172	12	34
ORC5	ENSP00000297431	0.980799997043001	lscc	-0.005815343585848676	23	79
POLDIP3	ENSP00000252116	0.9808763221963757	lscc	-0.014365338855429233	18	51
PLEKHO1	ENSP00000358120	0.9808763221963757	lscc	0.006699808338346658	23	79
CHMP5	ENSP00000223500	0.9808845884380001	lscc	-0.004896521818446797	23	79
AP4B1	ENSP00000256658	0.9808845884380001	lscc	-0.005046108801148669	23	79
ZNF207	ENSP00000378168	0.9808845884380001	lscc	-0.008283315076635052	22	75
MAPK13	ENSP00000211287	0.9808845884380001	lscc	-0.006779090350657019	23	79
HM13	ENSP00000343032	0.9808845884380001	lscc	0.008972084774699796	23	79
CDK5	ENSP00000419782	0.9808845884380001	lscc	-0.003745465400438741	23	79
C17orf100	ENSP00000491070	0.9810959010021882	lscc	-0.013215567942589379	5	17
ZNF608	ENSP00000307746	0.9810959010021882	lscc	0.01323499519801613	12	49
USP48	ENSP00000363864	0.9810959010021882	lscc	0.015355785289731702	7	26
PFN2	ENSP00000239940	0.9810966715133689	lscc	-0.0124425327863813	23	79
KIAA1549	ENSP00000406661	0.9810966715133689	lscc	0.020239741202044748	8	25
ZNF84	ENSP00000331465	0.9811470539966177	lscc	0.019859233813026844	8	15
PPP1R1B	ENSP00000254079	0.9811470539966177	lscc	0.009549167576583195	22	75
GSS	ENSP00000493903	0.9811470539966177	lscc	-0.00557860469559881	23	79
USP19	ENSP00000395260	0.9811470539966177	lscc	0.00272032251598725	23	79
CYBC1	ENSP00000307765	0.9811470539966177	lscc	-0.006598896012890427	23	79
EMSY	ENSP00000334130	0.9811470539966177	lscc	-0.00302973737688704	23	79
KDM5A	ENSP00000382688	0.9811470539966177	lscc	0.0032557693211452444	23	79
DSC3	ENSP00000353608	0.9811470539966177	lscc	0.017669065100545778	23	79
ATP5F1A	ENSP00000282050	0.9811470539966177	lscc	-0.0045248184145522535	23	79
SLC25A26	ENSP00000346955	0.9811470539966177	lscc	0.011116113939369593	23	79
SLC15A2	ENSP00000295605	0.9811470539966177	lscc	-0.010952132915360901	23	79
PRDM15	ENSP00000269844	0.9811470539966177	lscc	0.017753566729010215	21	67
MATN3	ENSP00000383894	0.9811470539966177	lscc	-0.013308276401036295	23	74
CYRIA	ENSP00000370724	0.9811470539966177	lscc	0.004422522749569169	23	79
SCAMP2	ENSP00000268099	0.9811470539966177	lscc	0.005584341183532154	23	79
GYS1	ENSP00000317904	0.9811470539966177	lscc	-0.004214713118338126	23	79
KIAA1143	ENSP00000296121	0.9811470539966177	lscc	-0.004410510941791509	23	79
POLR2L	ENSP00000324124	0.9811470539966177	lscc	-0.00694081049288358	23	79
CARHSP1	ENSP00000311847	0.9811470539966177	lscc	-0.004999156291956464	23	79
RPS16	ENSP00000251453	0.9811470539966177	lscc	-0.006829236632120428	23	79
SLC25A51	ENSP00000242275	0.9811470539966177	lscc	0.0102688791100079	23	79
UVRAG	ENSP00000348455	0.9811470539966177	lscc	-0.0028220619307226524	23	79
ADH5	ENSP00000296412	0.9811470539966177	lscc	0.006413033253485689	23	79
ARMC10	ENSP00000405612	0.9811470539966177	lscc	-0.029747155961048044	4	19
PGP	ENSP00000330918	0.9811470539966177	lscc	-0.004117181579301542	23	79
EHD2	ENSP00000263277	0.9811470539966177	lscc	0.011973394918612046	23	79
POLR2A	ENSP00000461879	0.9811470539966177	lscc	-0.0027023519658526396	23	79
GPR180	ENSP00000366157	0.9811470539966177	lscc	0.008604831309254601	23	79
HEPHL1	ENSP00000313699	0.9811470539966177	lscc	0.09403329244385489	4	14
DCAF8	ENSP00000318227	0.9811470539966177	lscc	0.0038513453670818154	23	79
ADAR	ENSP00000431794	0.9811470539966177	lscc	-0.015207195596816103	23	79
NACC1	ENSP00000292431	0.9811470539966177	lscc	-0.004618627442494971	23	79
WTIP	ENSP00000466953	0.9811470539966177	lscc	0.015795155000008443	11	59
FOSB	ENSP00000245919	0.9811470539966177	lscc	0.025095823018730423	23	74
CCDC47	ENSP00000225726	0.9811470539966177	lscc	-0.0037008914269055226	23	79
ZNF25	ENSP00000302222	0.9811470539966177	lscc	0.009744034474300334	13	32
CTDNEP1	ENSP00000321732	0.9811470539966177	lscc	-0.01653804627985403	21	62
CTH	ENSP00000359976	0.9811470539966177	lscc	-0.006338310874088218	23	79
TOMM22	ENSP00000216034	0.9811470539966177	lscc	-0.005630475037615823	23	79
RAB15	ENSP00000494998	0.9811470539966177	lscc	0.033230934117230895	6	28
KLHL42	ENSP00000370671	0.9811470539966177	lscc	0.00788042314827811	23	79
NSMCE3	ENSP00000330694	0.9811470539966177	lscc	-0.00427422888538781	23	79
COQ5	ENSP00000288532	0.9811470539966177	lscc	0.005422612409285765	23	79
DNAJB1	ENSP00000254322	0.9811470539966177	lscc	-0.00497657419233094	23	79
HSPA12B	ENSP00000254963	0.9811470539966177	lscc	-0.01276259526850132	23	79
G6PC3	ENSP00000269097	0.9811470539966177	lscc	-0.008850595494822755	22	75
TSHZ3	ENSP00000240587	0.9811470539966177	lscc	-0.010618424025385778	19	60
DNAJC9	ENSP00000362041	0.9811470539966177	lscc	-0.003919170683980289	23	79
CRTC1	ENSP00000323332	0.9811470539966177	lscc	0.0052345074219806165	23	79
CSTF2T	ENSP00000332444	0.9811470539966177	lscc	-0.003962221604712046	23	79
MRPL34	ENSP00000252602	0.9811470539966177	lscc	0.014226586385585216	21	71
MCRS1	ENSP00000345358	0.9811470539966177	lscc	-0.004503864047947545	23	79
ASTE1	ENSP00000264992	0.9811470539966177	lscc	0.010415327791917756	23	79
TMED8	ENSP00000216468	0.9811470539966177	lscc	-0.004268130072889342	23	79
PTPRCAP	ENSP00000325589	0.9811470539966177	lscc	-0.011344913632365908	23	79
ZFC3H1	ENSP00000368017	0.9811470539966177	lscc	-0.004931598995603914	23	79
SPC24	ENSP00000465075	0.9811470539966177	lscc	-0.013425217537087697	23	79
FYCO1	ENSP00000296137	0.9811470539966177	lscc	0.005493175205883105	23	79
TDP2	ENSP00000367440	0.9811470539966177	lscc	-0.006550997154178756	23	79
FXR1	ENSP00000388828	0.9811470539966177	lscc	-0.012606571916756182	22	75
RASGRP1	ENSP00000310244	0.9811470539966177	lscc	-0.018808977471411747	13	47
PFKP	ENSP00000370517	0.9811470539966177	lscc	-0.005073119727761921	23	79
RNF2	ENSP00000356480	0.9811470539966177	lscc	0.005437865960634614	23	79
PALMD	ENSP00000263174	0.9811470539966177	lscc	-0.00804467036178802	23	79
GALNS	ENSP00000268695	0.9811470539966177	lscc	0.0066937242986120915	23	79
SCGB3A2	ENSP00000296694	0.9811470539966177	lscc	0.02663284195471105	23	79
TBC1D10A	ENSP00000215790	0.9811470539966177	lscc	-0.006214835436158913	23	79
TMEM132A	ENSP00000005286	0.9811470539966177	lscc	-0.007166677286873174	23	79
PDHB	ENSP00000307241	0.9811470539966177	lscc	-0.004694666340943884	23	79
RBBP6	ENSP00000317872	0.9811470539966177	lscc	-0.003630589316001187	23	79
FNBP1L	ENSP00000271234	0.9811470539966177	lscc	-0.005245055546161198	23	79
P2RY1	ENSP00000304767	0.9811470539966177	lscc	0.018441079462999443	11	42
ZNF521	ENSP00000354794	0.9811470539966177	lscc	-0.011514272896018276	23	75
EXOC2	ENSP00000230449	0.9811470539966177	lscc	-0.003522124918592384	23	79
PDE12	ENSP00000309142	0.981191147592244	lscc	0.0026700857875080752	23	79
FGFR1	ENSP00000327229	0.9812600175970386	lscc	-0.0073281800965555866	23	70
STIL	ENSP00000337367	0.9813186603680518	lscc	0.04435441971984391	9	42
LPAR2	ENSP00000384665	0.9814089654894995	lscc	-0.021372228353824796	13	50
CHORDC1	ENSP00000319255	0.9814089654894995	lscc	0.004471198951748578	23	79
BTN2A1	ENSP00000312158	0.9814089654894995	lscc	0.008016372001892813	23	79
INHBE	ENSP00000266646	0.9814089654894995	lscc	-0.030263462524044188	6	36
ANXA1	ENSP00000257497	0.9814089654894995	lscc	-0.004798134316107268	23	79
DHTKD1	ENSP00000263035	0.9814089654894995	lscc	0.006717615211287609	23	79
DPAGT1	ENSP00000346142	0.9814089654894995	lscc	-0.010910392097587457	23	79
FAM133B	ENSP00000398401	0.9814089654894995	lscc	0.007670241701141556	23	69
LRP5	ENSP00000294304	0.9814089654894995	lscc	0.01456378447561861	22	47
COL7A1	ENSP00000332371	0.9814089654894995	lscc	-0.00983556546073494	23	79
FBXO10	ENSP00000403802	0.9814089654894995	lscc	0.03703962671624228	4	18
GIT1	ENSP00000225394	0.9814089654894995	lscc	0.003637332779342556	23	79
MYNN	ENSP00000326240	0.9814089654894995	lscc	0.014825243332776794	20	54
TFB2M	ENSP00000355471	0.9814089654894995	lscc	-0.0070183449825923505	23	79
RBM26	ENSP00000387531	0.9814089654894995	lscc	0.008260581134924283	14	37
PLXNC1	ENSP00000258526	0.9814089654894995	lscc	-0.006982776727420398	23	79
MPHOSPH10	ENSP00000244230	0.9814089654894995	lscc	-0.004666879704008475	23	79
ACP6	ENSP00000463574	0.9814089654894995	lscc	0.006613444058639464	23	79
LARP7	ENSP00000314311	0.9814089654894995	lscc	0.0035608237367298345	23	79
CRISPLD2	ENSP00000262424	0.9814089654894995	lscc	0.012082381113056234	23	79
ALDOC	ENSP00000226253	0.9814756586517428	lscc	-0.005495095298488989	23	79
INTS3	ENSP00000318641	0.9815364804353348	lscc	-0.00261026309358775	23	79
DLK2	ENSP00000349893	0.9815364804353348	lscc	0.02239293645426968	9	29
SRXN1	ENSP00000371388	0.9815723513120116	lscc	-0.014790145329138582	23	79
UQCRC1	ENSP00000203407	0.9815723513120116	lscc	0.005380057014417225	23	79
CHST9	ENSP00000462852	0.9815723513120116	lscc	0.022174536479758783	21	53
ZNF121	ENSP00000326967	0.9815723513120116	lscc	0.02003299776320544	15	55
MBNL1	ENSP00000319429	0.9815723513120116	lscc	-0.006791187428279	23	79
OGDHL	ENSP00000363216	0.9815723513120116	lscc	0.037377792324560205	6	22
ZBTB46	ENSP00000245663	0.9815723513120116	lscc	-0.019847136566467694	11	27
